      -1.462      -1.113      -0.248      -0.031      -0.901       0.351      -0.209      -0.733      -0.886      -2.043      -2.087      -1.359
      -1.452      -1.196      -0.177      -0.189       0.341       3.682      -0.301       0.907      -1.031      -1.333      -1.915      -1.348
       6.527      12.898      26.644      40.465      54.452      53.315      27.078      16.971       8.383      11.822       6.474       5.204
      15.282      22.241      42.244      66.859      81.495      92.037      62.255      56.846      55.569      36.440      22.157      16.870
       3.195       9.111      14.899      25.833      31.679      44.777      29.973      25.027      21.802      23.703      12.945       4.750
      14.496      18.375      31.283      37.813      60.883      84.224      54.884      41.390      44.750      30.765      20.534      15.836
      14.041      22.005      41.962      70.809      90.196      99.452      72.661      49.422      55.585      32.896      20.571      15.332
      -0.994      -0.755       0.076       0.598       0.313       0.852      -0.021      -0.096       0.108      -1.023      -1.434      -0.827
       1.913       3.255       6.611      10.779      11.414      13.612      10.064       9.720       6.035       4.273       1.637       1.644
       0.312       1.136       1.876       2.562       3.304       8.737       4.664       4.840       1.956       2.050       0.820       0.160
      -0.788      -0.652       0.539       3.005       2.961       9.050       1.586       3.999       1.192      -0.562      -0.599      -0.763
      -0.786      -0.772       3.165       3.841       5.648      11.408       5.031       7.704       2.524       3.215      -0.199      -0.726
      -0.480       0.254       9.563      12.026       7.677      27.890      16.721      12.339       9.254      10.848       0.630       0.816
      14.345      18.628      34.925      49.891      55.695      67.182      39.597      45.335      32.500      29.389      16.034      15.223
       0.821       1.070       4.050       5.149       8.454      16.780       5.371      12.387       3.461       4.426       2.117       1.283
